,open,high,low,close,volume,returns,log_returns,price_change,typical_price,sma_20,sma_50,ema_20,rsi,atr
2025-06-16 20:58:27.008126+00:00,15151.271929326796,15254.820659039173,15106.523553362613,15254.820659039173,8529,,,,15205.38829048032,,,15254.820659039173,,
2025-06-16 21:03:27.008126+00:00,15110.943223658,15197.329579493276,15004.487814860018,15136.18764021397,3139,-0.0077767560482533415,-0.007807152709739429,-118.63301882520318,15112.668344855754,,,15192.538324155943,,
2025-06-16 21:08:27.008126+00:00,15309.491092291519,15323.641551879868,15239.706824546534,15239.706824546534,8680,0.00683918479297474,0.00681590365770451,103.51918433256469,15267.685066990978,,,15209.858314724012,,
2025-06-16 21:13:27.008126+00:00,15784.580819409452,15804.484769703951,15744.557525588863,15744.557525588863,8976,0.03312732369819393,0.03259043878427628,504.8507010423291,15764.533273627225,,,15364.217709730849,,
2025-06-16 21:18:27.008126+00:00,15712.404540855845,15867.195968358408,15662.497121539,15779.386482017024,4083,0.002212126721983454,0.002209683572041164,34.82895642816038,15769.693190638145,,,15464.64350273731,,
2025-06-16 21:23:27.008126+00:00,15640.563429865353,15812.83746002191,15581.937362377636,15698.897842670436,286,-0.005100872549025692,-0.005113926409044667,-80.48863934658766,15697.89088835666,,,15514.060468333353,,
2025-06-16 21:28:27.008126+00:00,16144.057345117551,16161.861491057825,16117.092484552357,16144.933651729209,3528,0.028411918691923832,0.028015785891178688,446.03580905877243,16141.295875779797,,,15633.34297206014,,
2025-06-16 21:33:27.008126+00:00,16395.39840321482,16415.63901960424,16288.931466340608,16402.772284622803,7858,0.015970250386626805,0.01584406761206512,257.83863289359397,16369.114256855884,,,15766.34269495732,,
2025-06-16 21:38:27.008126+00:00,16243.798782695389,16335.186218217877,16103.917957949434,16187.045697855396,6854,-0.013151836959270913,-0.013239088220922637,-215.72658676740684,16208.716624674236,,,15833.825513759562,,
2025-06-16 21:43:27.008126+00:00,16422.665501163738,16512.06173973161,16300.632670679037,16487.770337469217,3488,0.01857810530884363,0.018407640351077097,300.72463961382164,16433.488249293285,,,15932.303937886783,,
2025-06-16 21:48:27.008126+00:00,16272.784822034095,16318.468438477208,16224.56365826199,16224.56365826199,5169,-0.015963752152046817,-0.016092545364503375,-263.20667920722735,16255.865251667063,,,15974.00730301741,,
2025-06-16 21:53:27.008126+00:00,16123.526433132905,16168.902428601195,16105.516581777847,16164.387050035963,3034,-0.0037089816092147343,-0.0037158769365452067,-60.17660822602738,16146.268686805002,,,15999.942384650112,,
2025-06-16 21:58:27.008126+00:00,16203.361487562894,16269.084381300838,16187.392427659715,16269.084381300838,4471,0.006477036892323262,0.006456151026044734,104.69733126487517,16241.85373008713,,,16035.163391063958,,
2025-06-16 22:03:27.008126+00:00,15596.602702410677,15657.445183776057,15537.486454203088,15598.855891551904,7034,-0.04119644806312961,-0.04206907186382347,-670.2284897489335,15597.92917651035,,,15980.030590777535,55.44195033448653,297.3249392863366
2025-06-16 22:08:27.008126+00:00,15069.227618454654,15157.699226776247,14936.782150142468,15112.97108622155,6087,-0.03114874633808884,-0.031644183867335834,-485.88480533035363,15069.150821046756,,,15873.774138023102,48.05517146865829,334.02327041011347
2025-06-16 22:13:27.008126+00:00,14902.202306243844,14984.804008397987,14859.701468202382,14984.804008397987,6959,-0.008480601007727295,-0.008516765916384565,-128.1670778235639,14943.103161666118,,,15767.728677735373,47.929866775462244,334.2330399701145
2025-06-16 22:18:27.008126+00:00,14604.831306958678,14725.166179193608,14523.220528841051,14616.572224282681,4069,-0.02457368037038965,-0.02488065264844451,-368.23178411530535,14621.652977439115,,,15633.632254512182,42.0540574406411,353.81372339090285
2025-06-16 22:23:27.008126+00:00,14698.380711878815,14703.401835263327,14584.641645401167,14690.650753366614,2851,0.005068119114881364,0.005055319427876476,74.07852908393215,14659.564744677036,,,15526.071510652713,34.90240992014924,321.95531229838446
2025-06-16 22:28:27.008126+00:00,14435.303678601522,14444.420476133877,14306.31423746388,14432.408554699907,8273,-0.017578676602023613,-0.01773501641156853,-258.2421986667068,14394.381089432552,,,15403.628522338626,31.864880844605324,334.78657437576487
2025-06-16 22:33:27.008126+00:00,14034.671117651176,14196.487127395816,13963.899126621953,14003.388345075988,1675,-0.02972616857386623,-0.03017694688466681,-429.0202096239191,14054.591533031251,15508.688244947401,,15249.439964648363,29.130954742236156,351.75866940674194
2025-06-16 22:38:27.008126+00:00,14453.603373851185,14554.731057098606,14420.407040382182,14420.407040382182,6603,0.029779842208891516,0.02934503396647403,417.0186953061948,14465.181712620992,15466.967564014552,,15159.488615657956,28.621088235018334,358.0714596664012
2025-06-16 22:43:27.008126+00:00,14389.923805078372,14447.226666538525,14277.651211555329,14409.02240394528,1359,-0.0007894809352483323,-0.0007897927394416713,-11.384636436901928,14377.96676067971,15430.60930220112,,15079.127738033123,23.674922680087775,350.8478944598415
2025-06-16 22:48:27.008126+00:00,14410.812458364437,14530.709429422468,14330.677600515179,14403.72450794571,1156,-0.00036767907294810165,-0.00036774668347160127,-5.2978959995707555,14421.70384596112,15388.810186371076,,15007.65120933573,25.06792661929947,343.78914461940724
2025-06-16 22:53:27.008126+00:00,14007.37289380936,14030.124924379235,13947.357935516184,14021.138044635381,5760,-0.026561634325849348,-0.026920768270582103,-382.5864633103283,13999.540301510266,15302.639212323405,,14904.344559700108,16.286454258348527,353.1713253732153
2025-06-16 22:58:27.008126+00:00,13857.078315226625,13916.63817090476,13795.139829487041,13795.139829487041,8836,-0.016118393131063224,-0.01624970739132685,-225.99821514834002,13835.639276626282,15203.426879696903,,14789.280681856579,16.453809072580228,350.51357794043764
2025-06-16 23:03:27.008126+00:00,13889.24255452056,13957.440089470714,13800.378200133317,13885.383338536143,6343,0.006541688606606755,0.006520384620582904,90.2435090491017,13881.067209380059,15112.751154490188,,14696.304516636219,18.790004453408102,353.6030910475469
2025-06-16 23:08:27.008126+00:00,13574.52333851904,13621.133663173772,13476.156069050507,13616.473414911474,6900,-0.019366402573731123,-0.019556388240710227,-268.9099236246693,13571.254382378584,14986.328142649301,,14586.071894211347,15.237121232704752,375.355229491887
2025-06-16 23:13:27.008126+00:00,13678.27369555063,13704.602075562103,13632.358838035407,13632.358838035407,429,0.001166632698488268,0.0011659527113737614,15.885423123932924,13656.439917210972,14847.807470319933,,14489.37570268654,18.893885579618228,329.3931390313784
2025-06-16 23:18:27.008126+00:00,13516.29424294658,13570.26255357845,13485.837424476873,13516.96437057525,2269,-0.00846474691806065,-0.008500776352354748,-115.3944674601571,13524.354782876859,14714.303403955924,,14391.386449067666,21.402434166032165,292.5679727563139
2025-06-16 23:23:27.008126+00:00,13439.015267070961,13514.336681589186,13287.181136329284,13364.242898540113,9870,-0.01129850370602381,-0.01136281668485139,-152.72147203513669,13388.586905486192,14558.127032009468,,14288.451226106392,21.215748091532788,290.89037391537084
2025-06-16 23:28:27.008126+00:00,13279.585501795731,13383.805586927361,13227.57751816336,13227.57751816336,3106,-0.010226196980577362,-0.010278843758007136,-136.6653803767531,13279.653541084694,14408.277725004538,,14182.662239379639,23.117414528498784,269.07927314444703
2025-06-16 23:33:27.008126+00:00,13782.139227875245,13815.53311228391,13764.475717601477,13815.53311228391,5940,0.044449226875684866,0.043489690852783654,587.9555941205508,13798.5139807231,14290.835028116935,,14146.215889405934,35.873004934750114,302.59323059147493
2025-06-16 23:38:27.008126+00:00,13779.797228198084,13862.035867975444,13685.850294917958,13767.011603654928,7245,-0.003512098174904388,-0.0035182800702258667,-48.5215086289827,13771.632588849445,14165.73138923464,,14108.72210958774,38.47838743417426,287.72530610252863
2025-06-16 23:43:27.008126+00:00,13492.707198528171,13566.461285535455,13472.337890266364,13566.461285535455,2623,-0.014567454716623462,-0.014674601933017242,-200.55031811947265,13535.086820445758,14064.111658933816,,14055.300416856222,41.78440911127059,275.30846933900074
2025-06-16 23:48:27.008126+00:00,13717.881904005477,13779.755814400462,13683.201686576109,13735.678514562482,4322,0.012473203252158838,0.012396053724534672,169.2172290270264,13732.87867184635,13995.247030350863,,14023.915250157808,35.80186147187207,251.16217054202843
2025-06-16 23:53:27.008126+00:00,13388.328998838075,13409.640366818761,13382.962972608697,13409.640366818761,3015,-0.02373658843267601,-0.024022840081555703,-326.0381477437204,13400.747902082074,13916.488848271902,,13963.774542103798,31.669344543207615,264.2436053256419
2025-06-16 23:58:27.008126+00:00,13445.717167160636,13475.679462592014,13375.889908251836,13402.2949476254,5774,-0.0005477715279775808,-0.0005479216096104783,-7.345419193361522,13417.954772823083,13855.77498443904,,13908.948993328013,31.645575140199057,257.0834428565625
2025-06-17 00:03:27.008126+00:00,12930.220249487536,12957.600499930024,12801.42325873381,12915.281757461955,2056,-0.036338044496605604,-0.03701471443513373,-487.01319016344496,12891.435172041929,13767.006534643806,,13812.15553035634,30.478870555786244,267.405236889567
2025-06-17 00:08:27.008126+00:00,12592.526532586731,12693.562984651,12564.849310903228,12564.849310903228,6289,-0.027133163111696,-0.02750806444748353,-350.43244655872695,12607.75386881915,13673.628572453972,,13690.918364597224,29.19623587413011,276.2933962760232
2025-06-17 00:13:27.008126+00:00,12643.468154153032,12714.5321487725,12556.034943281371,12603.055518040692,2172,0.0030407214756098533,0.003036107832234029,38.206207137463934,12624.540870031522,13603.611931102208,,13585.385927097796,27.92786459245734,276.02174952655577
2025-06-17 00:18:27.008126+00:00,12832.872744822898,12858.43171283296,12800.029034556253,12858.43171283296,972,0.0202630381518758,0.020060474591763144,255.3761947922685,12838.96415340739,13525.513164724747,,13514.989520860825,36.89109271989393,265.0323870484581
2025-06-17 00:23:27.008126+00:00,12878.218908228995,12986.864654963465,12778.663285743383,12911.619181936014,7597,0.004136388502959498,0.004127857165893962,53.187469103053445,12892.382374214287,13450.643003624285,,13456.6539646911,37.69491407814792,273.6090090891333
2025-06-17 00:28:27.008126+00:00,12849.751362648556,12903.155642678505,12758.855831045468,12865.130093911648,6104,-0.003600562204421731,-0.003607059829941021,-46.48908802436563,12842.380522545207,13373.71328292258,,13399.54626455408,38.60317875496974,274.05486175570553
2025-06-17 00:33:27.008126+00:00,12773.879067742744,12829.544820313416,12742.146177184042,12742.146177184042,6537,-0.00955947711603844,-0.009605462214392624,-122.9839167276059,12771.279058227168,13309.763689550013,,13336.16138717806,39.00882236640137,266.4263390758227
2025-06-17 00:38:27.008126+00:00,12402.920241418906,12423.209592782327,12367.662503155656,12415.226296159171,7433,-0.025656579078511155,-0.0259914492691385,-326.91988102487085,12402.032797365719,13240.768012883618,,13247.47172341542,36.551530114952854,282.0160251661359
2025-06-17 00:43:27.008126+00:00,12226.858692090296,12295.398427834733,12156.700546475895,12156.700546475895,8548,-0.020823281309278685,-0.021043143353619426,-258.52574968327644,12202.933173595506,13154.333873280606,,13142.53801944887,19.175925473114702,258.4853219920448
2025-06-17 00:48:27.008126+00:00,12115.944211674294,12199.552643612746,11954.522609020752,12164.032731147878,5017,0.0006031393669647667,0.0006029575515198037,7.332184671982759,12106.03599459379,13081.711839092426,,13048.495041235623,19.75074878517478,263.4027835302239
2025-06-17 00:53:27.008126+00:00,12376.069551968809,12502.132854814636,12260.079515343026,12327.87156138104,4132,0.013469121125728956,0.013379218883590482,163.8388302331623,12363.361310512902,13016.48747525971,,12979.297028275583,26.298616446215178,266.50466997866636
2025-06-17 00:58:27.008126+00:00,12462.661560726854,12471.826404346279,12420.769857454432,12420.769857454432,3360,0.007535631403267518,0.007507380370422554,92.89829607339198,12437.788706418381,12961.67774960367,,12925.706526903823,24.08114434564277,261.55183527154014
2025-06-17 01:03:27.008126+00:00,12032.078552835887,12062.792561723521,11995.491796309472,12036.240169767896,7266,-0.030958603379625194,-0.03144794703342645,-384.5296876865359,12031.50817593363,12895.277613165057,14142.883436984865,12840.42320367215,23.538369557437818,266.73487235662407
2025-06-17 01:08:27.008126+00:00,12111.531014742784,12123.747834614956,12104.443284080584,12118.949069280268,8985,0.0068716557949812795,0.006848153572990136,82.70889951237223,12115.713395991936,12839.846190720902,14080.166005189683,12771.291694213973,25.971283808954695,265.8575945356871
2025-06-17 01:13:27.008126+00:00,12019.812495695794,12051.687186722094,12005.158725999117,12017.189222157649,7542,-0.008396755076771956,-0.008432206414971426,-101.75984712261925,12024.678378292954,12749.92899621459,14017.786036828558,12699.075752444141,30.34970731405903,231.0660698492272
